Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR30861166_1	(0.0, 0.009181608641682357)	(1.0, 0.005962083533559972)	(2.0, 0.002325212578088389)	(3.0, 0.0016097625540611926)	(4.0, 0.001311658377383194)	(5.0, 0.0016097625540611926)	(6.0, 0.0017886250600679914)	(7.0, 0.0019674875660747907)	(8.0, 0.0022655917427527894)	(9.0, 0.0027425584254375875)	(10.0, 0.0031599042727867856)	(11.0, 0.0031002834374511856)	(12.0, 0.0031002834374511856)	(13.0, 0.003636870955471583)	(14.0, 0.005783221027553172)	(15.0, 0.009002746135675557)	(16.0, 0.015620658857927128)	(17.0, 0.020628809026117502)	(18.0, 0.025815821700314677)	(19.0, 0.038813163803475416)	(20.0, 0.05890538531157253)	(21.0, 0.07118727739070606)	(22.0, 0.09157760307548117)	(23.0, 0.14344772981745293)	(24.0, 0.208076715321243)	(25.0, 0.24122589976783648)	(26.0, 0.28528569708084467)	(27.0, 0.38515059626797415)	(28.0, 0.5185224049137108)	(29.0, 0.596089111685326)	(30.0, 0.6724037809148936)	(31.0, 0.8660522540849215)	(32.0, 1.0803891571164026)	(33.0, 1.1773922562074233)	(34.0, 1.2802978179966684)	(35.0, 1.4933230626507663)	(36.0, 1.7250096287649068)	(37.0, 1.8465765120141944)	(38.0, 1.9562192281963626)	(39.0, 2.1356779425565176)	(40.0, 2.3435757953717538)	(41.0, 2.546763602195478)	(42.0, 2.6118695543819523)	(43.0, 2.7547210758460494)	(44.0, 3.1377849428772775)	(45.0, 3.3752547300189715)	(46.0, 3.3725121715935336)	(47.0, 3.3345336994847568)	(48.0, 3.2077201827259363)	(49.0, 3.033627343545985)	(50.0, 2.9483695490160775)	(51.0, 2.955881774268363)	(52.0, 2.817501815454436)	(53.0, 2.6355986468455215)	(54.0, 2.599587662302819)	(55.0, 2.7383253461287596)	(56.0, 3.1132807795543465)	(57.0, 3.10022381661585)	(58.0, 2.8509491040777073)	(59.0, 2.693430857121053)	(60.0, 2.458644007569461)	(61.0, 2.3031528690142173)	(62.0, 2.2249303330539103)	(63.0, 2.0570976815841973)	(64.0, 1.646488988627922)	(65.0, 1.4165910475738495)	(66.0, 1.233316599752216)	(67.0, 1.0371640514980927)	(68.0, 0.9773047328211506)	(69.0, 0.8612229664227379)	(70.0, 0.6425337424117582)	(71.0, 0.480066966122249)	(72.0, 0.4857905663144665)	(73.0, 0.5026632627144413)	(74.0, 0.5269885635313659)	(75.0, 0.5401647681405335)	(76.0, 0.560793577166651)	(77.0, 0.5959102491793192)	(78.0, 0.50999662546072)	(79.0, 0.4095951387555701)	(80.0, 0.47958999943956415)	(81.0, 0.5684846649249433)	(82.0, 0.48602904965580895)	(83.0, 0.3846736295852894)	(84.0, 0.3429986656857052)	(85.0, 0.26167584628794716)	(86.0, 0.1933503689933499)	(87.0, 0.16467274719692643)	(88.0, 0.15078109256373168)	(89.0, 0.11590290389240586)	(90.0, 0.07559921920554045)	(91.0, 0.03917088881548902)	(92.0, 0.022059709074171898)	(93.0, 0.022894400768870293)	(94.0, 0.025994684206321478)	(95.0, 0.016157246375947523)	(96.0, 0.004054216802820781)	(97.0, 0.0035176292848003833)	(98.0, 0.0022655917427527894)	(99.0, 0.0025040750840951884)	(100.0, 0.0034580084494647834)
SRR30861166_2	(0.0, 0.03165950558802176)	(1.0, 0.026006022447303587)	(2.0, 0.01934086337614111)	(3.0, 0.021126173841631058)	(4.0, 0.02392316023756531)	(5.0, 0.024458753377212296)	(6.0, 0.02808888465704186)	(7.0, 0.03136195384377344)	(8.0, 0.03154048489032243)	(9.0, 0.03386138849545936)	(10.0, 0.0383841750080339)	(11.0, 0.04379961675335341)	(12.0, 0.047013175591235315)	(13.0, 0.047251216986633975)	(14.0, 0.055047072685940085)	(15.0, 0.06593746652542877)	(16.0, 0.07754198455111344)	(17.0, 0.08581392304121686)	(18.0, 0.09283614420547734)	(19.0, 0.11437889048905604)	(20.0, 0.138361561075471)	(21.0, 0.14782370654256777)	(22.0, 0.16639093538366323)	(23.0, 0.21310655923065022)	(24.0, 0.27642557040669374)	(25.0, 0.31159618657684574)	(26.0, 0.3601566312381723)	(27.0, 0.4604910793987074)	(28.0, 0.581178066865828)	(29.0, 0.65009105083374)	(30.0, 0.7329889667813233)	(31.0, 0.9122341375165142)	(32.0, 1.1100465370928003)	(33.0, 1.2115116818814793)	(34.0, 1.2953022530618075)	(35.0, 1.4852592865899379)	(36.0, 1.6951522869827065)	(37.0, 1.7988788250276722)	(38.0, 1.9498565800592722)	(39.0, 2.233899475118723)	(40.0, 2.400706982944334)	(41.0, 2.51865649436437)	(42.0, 2.602863637986646)	(43.0, 2.815672645473048)	(44.0, 2.977302752948738)	(45.0, 2.876551732346255)	(46.0, 2.826979611754484)	(47.0, 2.8166248110546426)	(48.0, 2.8075197276806434)	(49.0, 2.684035753817589)	(50.0, 2.5593020626286913)	(51.0, 2.5654911389090564)	(52.0, 2.5091348385484236)	(53.0, 2.4564681798164703)	(54.0, 2.4663468977255145)	(55.0, 2.450219593187255)	(56.0, 2.52401242576084)	(57.0, 2.613694521477285)	(58.0, 2.613456480081886)	(59.0, 2.775681691046073)	(60.0, 2.7477118270867305)	(61.0, 2.526214308668277)	(62.0, 2.494911865173354)	(63.0, 2.2536569109368116)	(64.0, 1.769837774789036)	(65.0, 1.4915673835680023)	(66.0, 1.2501934086337614)	(67.0, 1.0445256430093193)	(68.0, 0.9667456170628073)	(69.0, 0.8365369737797402)	(70.0, 0.7367381187588522)	(71.0, 0.6893678810745189)	(72.0, 0.6469370023447077)	(73.0, 0.5879027362858401)	(74.0, 0.6110522619883598)	(75.0, 0.650805175019936)	(76.0, 0.6547328580440138)	(77.0, 0.6303931253645009)	(78.0, 0.576893321748652)	(79.0, 0.5516609338363941)	(80.0, 0.5672526452350063)	(81.0, 0.5569573548840143)	(82.0, 0.4879848605672526)	(83.0, 0.4448993680000952)	(84.0, 0.3982432545019579)	(85.0, 0.33736416762875066)	(86.0, 0.31195324866994373)	(87.0, 0.3007653030862067)	(88.0, 0.2724978873826158)	(89.0, 0.20179959294921385)	(90.0, 0.14496720979778382)	(91.0, 0.12086551851366953)	(92.0, 0.11116533165117413)	(93.0, 0.09944179292779014)	(94.0, 0.08587343339006653)	(95.0, 0.07307870838738857)	(96.0, 0.06212880419905021)	(97.0, 0.06034349373356027)	(98.0, 0.048560444661326606)	(99.0, 0.03439698163510635)	(100.0, 0.0302312572156298)
SRR30861167_1	(0.0, 0.0008248943358780711)	(1.0, 0.0012532048564301466)	(2.0, 0.0019562018511764382)	(3.0, 0.0026992746841030405)	(4.0, 0.0031676610428354266)	(5.0, 0.0031943782682889678)	(6.0, 0.0031534675168132333)	(7.0, 0.003196048094879814)	(8.0, 0.0033062566498756702)	(9.0, 0.003717868904519282)	(10.0, 0.0044350594252877676)	(11.0, 0.005674905668991144)	(12.0, 0.006609173646569646)	(13.0, 0.00825896231832579)	(14.0, 0.012868518622356995)	(15.0, 0.021498182443850662)	(16.0, 0.035875389391037286)	(17.0, 0.04458270014900531)	(18.0, 0.058814632182788304)	(19.0, 0.0978752157958649)	(20.0, 0.15541326554995122)	(21.0, 0.18812266372474393)	(22.0, 0.23430338792118913)	(23.0, 0.3517907170265438)	(24.0, 0.5081966944847531)	(25.0, 0.593296067034053)	(26.0, 0.7036557413363803)	(27.0, 0.9427231445212538)	(28.0, 1.2182779285427099)	(29.0, 1.3651249836816197)	(30.0, 1.5446021202322568)	(31.0, 1.9009548035049926)	(32.0, 2.2742570615881137)	(33.0, 2.4706837729491364)	(34.0, 2.646320308340827)	(35.0, 2.9595614086910933)	(36.0, 3.1991740102578783)	(37.0, 3.3011820468660877)	(38.0, 3.416772452964241)	(39.0, 3.5796598623348204)	(40.0, 3.665893047139305)	(41.0, 3.6819910103883586)	(42.0, 3.659152792105354)	(43.0, 3.671701538935564)	(44.0, 3.629416520175563)	(45.0, 3.4913068326732564)	(46.0, 3.408030910761161)	(47.0, 3.3306536512812297)	(48.0, 3.2522385945750876)	(49.0, 3.002165364329946)	(50.0, 2.753129931311015)	(51.0, 2.6346791122627424)	(52.0, 2.3927905370526337)	(53.0, 2.1839186081100337)	(54.0, 2.098484435329269)	(55.0, 2.0242038692620623)	(56.0, 1.9124482199297879)	(57.0, 1.761279653573768)	(58.0, 1.6475861704828159)	(59.0, 1.5502260961902272)	(60.0, 1.3667113189429236)	(61.0, 1.2059871699207858)	(62.0, 1.1314177238533627)	(63.0, 1.055022322408849)	(64.0, 0.8190198859314738)	(65.0, 0.6522710025695625)	(66.0, 0.5608530062005003)	(67.0, 0.4765768581604876)	(68.0, 0.42882733188194233)	(69.0, 0.3735318592393626)	(70.0, 0.2920994258835612)	(71.0, 0.21821293889179422)	(72.0, 0.19331582442227588)	(73.0, 0.16035261260567457)	(74.0, 0.13530354391638924)	(75.0, 0.11832057257418697)	(76.0, 0.12447638830134185)	(77.0, 0.15541827502972375)	(78.0, 0.13692077096962388)	(79.0, 0.093637195908297)	(80.0, 0.0990223866637763)	(81.0, 0.11953620633232308)	(82.0, 0.10462131522288394)	(83.0, 0.07457779520037736)	(84.0, 0.06904565970490358)	(85.0, 0.05684340189229425)	(86.0, 0.041792419915701144)	(87.0, 0.033411560256243575)	(88.0, 0.02852397782483646)	(89.0, 0.019759058049484243)	(90.0, 0.011501765557749299)	(91.0, 0.004705571333004867)	(92.0, 0.0022893322560502746)	(93.0, 0.002078934105603641)	(94.0, 0.002086448325262449)	(95.0, 0.001362578498130579)	(96.0, 0.00042079630089326704)	(97.0, 0.00042747560725665227)	(98.0, 0.0004157868211207281)	(99.0, 0.0004558626593010393)	(100.0, 0.0005143065899806598)
SRR30861167_2	(0.0, 0.015120753717213777)	(1.0, 0.012817956972234482)	(2.0, 0.009031932345532467)	(3.0, 0.006903387780024815)	(4.0, 0.006258071096239887)	(5.0, 0.005628595519679654)	(6.0, 0.004957432818843907)	(7.0, 0.00500162117057595)	(8.0, 0.005087496646583506)	(9.0, 0.005190880714786775)	(10.0, 0.005836197398571704)	(11.0, 0.007600396497911379)	(12.0, 0.008822662981669395)	(13.0, 0.010477641815407229)	(14.0, 0.015327521853620315)	(15.0, 0.024123505075753383)	(16.0, 0.03881321392795836)	(17.0, 0.04790184076250553)	(18.0, 0.06444912787242732)	(19.0, 0.10468970893557923)	(20.0, 0.16503682377929618)	(21.0, 0.20169064466978298)	(22.0, 0.25364947636678137)	(23.0, 0.37795130978901803)	(24.0, 0.5432390900564528)	(25.0, 0.6361838685986493)	(26.0, 0.752155780848153)	(27.0, 1.0117023178149485)	(28.0, 1.311000029005901)	(29.0, 1.4667231154795624)	(30.0, 1.647381772209864)	(31.0, 2.012686042236177)	(32.0, 2.3886522111671953)	(33.0, 2.579972766802202)	(34.0, 2.7308793229370703)	(35.0, 2.9993694155459343)	(36.0, 3.215372083721986)	(37.0, 3.3137912154240423)	(38.0, 3.3848068991123483)	(39.0, 3.5053285441052817)	(40.0, 3.5484938938076036)	(41.0, 3.5464328823834226)	(42.0, 3.5507124825615466)	(43.0, 3.5416730465336443)	(44.0, 3.4633312676251595)	(45.0, 3.2921397568178272)	(46.0, 3.190250588891077)	(47.0, 3.1186212707334353)	(48.0, 2.9397518253770385)	(49.0, 2.719218600534724)	(50.0, 2.6059255028911648)	(51.0, 2.5305318374114445)	(52.0, 2.36971375060883)	(53.0, 2.1957467110672337)	(54.0, 2.1072040928485314)	(55.0, 2.0652526722051125)	(56.0, 1.9540472657452708)	(57.0, 1.7649244553020689)	(58.0, 1.6450556306752901)	(59.0, 1.6063708130901004)	(60.0, 1.5360746491667898)	(61.0, 1.3867221890249124)	(62.0, 1.2689810752211559)	(63.0, 1.1413842914961827)	(64.0, 0.8813333403256537)	(65.0, 0.6995599698922249)	(66.0, 0.5488726880310455)	(67.0, 0.44750460915773904)	(68.0, 0.4035613777164362)	(69.0, 0.33653598556378217)	(70.0, 0.27834326130262377)	(71.0, 0.24323269775281636)	(72.0, 0.21371821376575378)	(73.0, 0.17523682934702847)	(74.0, 0.16638665286333726)	(75.0, 0.16650337681130867)	(76.0, 0.16491176240646963)	(77.0, 0.15789748687587193)	(78.0, 0.14710052168851429)	(79.0, 0.14172621762691526)	(80.0, 0.1442624622678374)	(81.0, 0.1260535263842937)	(82.0, 0.10066940267044883)	(83.0, 0.09603045948106984)	(84.0, 0.08102893093928402)	(85.0, 0.06273328583724724)	(86.0, 0.05783588247736008)	(87.0, 0.05623259567772389)	(88.0, 0.04915912443065497)	(89.0, 0.028556513871211345)	(90.0, 0.011520653664780544)	(91.0, 0.0060746477494276335)	(92.0, 0.0041353627281308074)	(93.0, 0.003661796996360989)	(94.0, 0.0032224147064970907)	(95.0, 0.0022827869253270465)	(96.0, 0.0013089757022510824)	(97.0, 0.0011022075658445418)	(98.0, 0.0006803338681763587)	(99.0, 0.00043854854737838803)	(100.0, 0.0004118687878420602)
SRR30861168_1	(0.0, 0.0006382912202729763)	(1.0, 0.0009401076570083884)	(2.0, 0.001365153771262565)	(3.0, 0.0018108986204124716)	(4.0, 0.0021334137920436132)	(5.0, 0.002235944734666648)	(6.0, 0.0023678389988859507)	(7.0, 0.002481441357848562)	(8.0, 0.002565680395214905)	(9.0, 0.0029021551787524694)	(10.0, 0.0035770302095388287)	(11.0, 0.004795848738747861)	(12.0, 0.005676267020708098)	(13.0, 0.007247926775000154)	(14.0, 0.01145747181367827)	(15.0, 0.019432742505595818)	(16.0, 0.03259424970371325)	(17.0, 0.0404183714942992)	(18.0, 0.05383837219564935)	(19.0, 0.08952299115588787)	(20.0, 0.14197647357723453)	(21.0, 0.17216533773969284)	(22.0, 0.2153833334701215)	(23.0, 0.325102994859036)	(24.0, 0.4749931242894287)	(25.0, 0.5583815880613355)	(26.0, 0.6666576330327548)	(27.0, 0.9034352751642885)	(28.0, 1.1781349250885107)	(29.0, 1.3243329778526185)	(30.0, 1.5088434261768668)	(31.0, 1.8750468880499054)	(32.0, 2.258545827709074)	(33.0, 2.4603517538194524)	(34.0, 2.6508422110648553)	(35.0, 2.9820532581818426)	(36.0, 3.2275359217518504)	(37.0, 3.332297995450274)	(38.0, 3.45217447791593)	(39.0, 3.6337875847207037)	(40.0, 3.7447482074715066)	(41.0, 3.7687722181965326)	(42.0, 3.743572230509873)	(43.0, 3.740631084690968)	(44.0, 3.690653267236336)	(45.0, 3.5533036829571887)	(46.0, 3.462990770313769)	(47.0, 3.3830869144932616)	(48.0, 3.2267695871947804)	(49.0, 2.96345857375656)	(50.0, 2.7765610317963136)	(51.0, 2.656672515182462)	(52.0, 2.413313156720014)	(53.0, 2.2044494433761197)	(54.0, 2.1190565718808214)	(55.0, 2.03932937735582)	(56.0, 1.8903162966458928)	(57.0, 1.7094608598114882)	(58.0, 1.5978913091620088)	(59.0, 1.50143231635234)	(60.0, 1.319713309043448)	(61.0, 1.158783533424714)	(62.0, 1.0831137723052033)	(63.0, 0.9948649567602225)	(64.0, 0.7800881443591386)	(65.0, 0.6187087729638324)	(66.0, 0.5188961037351276)	(67.0, 0.45393480904562633)	(68.0, 0.4109940800896149)	(69.0, 0.3470749426338173)	(70.0, 0.27428326839666856)	(71.0, 0.22247000265930605)	(72.0, 0.2036928805473843)	(73.0, 0.1782396943826979)	(74.0, 0.15198310848450047)	(75.0, 0.1324025866390677)	(76.0, 0.13880475347890978)	(77.0, 0.16982782479425879)	(78.0, 0.1512119602681526)	(79.0, 0.10797519126653946)	(80.0, 0.11381897363012462)	(81.0, 0.13520413633890838)	(82.0, 0.11809687263055144)	(83.0, 0.08544822857699591)	(84.0, 0.08065430530195927)	(85.0, 0.06644727130864357)	(86.0, 0.04956288002486159)	(87.0, 0.04209159945935867)	(88.0, 0.03444847125762841)	(89.0, 0.02046527242074328)	(90.0, 0.010361401596060194)	(91.0, 0.0040280700838946195)	(92.0, 0.0014585387612572537)	(93.0, 0.0012655110242063762)	(94.0, 0.001273212879051299)	(95.0, 0.0008279493958292001)	(96.0, 0.00018195632071130096)	(97.0, 0.00017810539328883955)	(98.0, 0.00017329173401076282)	(99.0, 0.00020265505560703096)	(100.0, 0.00023298110905891443)
SRR30861168_2	(0.0, 0.012966625074304981)	(1.0, 0.01073164657918249)	(2.0, 0.007344805646048922)	(3.0, 0.005722775651954861)	(4.0, 0.005252608095871876)	(5.0, 0.004823303773190787)	(6.0, 0.004253622225176126)	(7.0, 0.004188241051733094)	(8.0, 0.004263237103623632)	(9.0, 0.004592065946528296)	(10.0, 0.00540981135848858)	(11.0, 0.0067842582325593915)	(12.0, 0.007669788537574585)	(13.0, 0.009291818531668645)	(14.0, 0.013966091688923108)	(15.0, 0.022330555194329915)	(16.0, 0.036265879272221004)	(17.0, 0.04488898300786569)	(18.0, 0.059948286376270095)	(19.0, 0.0979967641126585)	(20.0, 0.15535960967439455)	(21.0, 0.18973328086814661)	(22.0, 0.24105413681347063)	(23.0, 0.3636481637144583)	(24.0, 0.5267049643300028)	(25.0, 0.6184885939898837)	(26.0, 0.7349449632339067)	(27.0, 0.9944139959939609)	(28.0, 1.2971249830838232)	(29.0, 1.4568233066576544)	(30.0, 1.6390041005052858)	(31.0, 2.0076943064776156)	(32.0, 2.3907025086900475)	(33.0, 2.5872012987777806)	(34.0, 2.745264131527691)	(35.0, 3.0262935677184304)	(36.0, 3.2475477853449544)	(37.0, 3.34583539953065)	(38.0, 3.429422345314033)	(39.0, 3.5646810901060735)	(40.0, 3.611645925370756)	(41.0, 3.6116391949558424)	(42.0, 3.6163394282849053)	(43.0, 3.6046381212142915)	(44.0, 3.5151500437837524)	(45.0, 3.3381838792621252)	(46.0, 3.239004485100424)	(47.0, 3.164597344514796)	(48.0, 2.981834369777168)	(49.0, 2.7521926129369634)	(50.0, 2.6309066902487586)	(51.0, 2.5490879206118717)	(52.0, 2.3815770275555206)	(53.0, 2.207672721075501)	(54.0, 2.119460538014946)	(55.0, 2.063867310831473)	(56.0, 1.9310382458231166)	(57.0, 1.734448114390132)	(58.0, 1.615093820782031)	(59.0, 1.5508250887753745)	(60.0, 1.4160360307954942)	(61.0, 1.2432230130192665)	(62.0, 1.140930321216263)	(63.0, 1.0230134519360639)	(64.0, 0.8034668367218167)	(65.0, 0.6485865287380304)	(66.0, 0.5160987919145603)	(67.0, 0.4368616171408284)	(68.0, 0.3909231701504176)	(69.0, 0.31996248274429784)	(70.0, 0.2672191055326655)	(71.0, 0.23949796873674198)	(72.0, 0.21655206132177177)	(73.0, 0.18962703646130166)	(74.0, 0.18258702246203865)	(75.0, 0.17952612590827552)	(76.0, 0.1748388726651169)	(77.0, 0.17179191768510263)	(78.0, 0.16664363102038618)	(79.0, 0.1598550460925254)	(80.0, 0.16087133874442666)	(81.0, 0.14194637349620295)	(82.0, 0.116804908587745)	(83.0, 0.11160470157941203)	(84.0, 0.09513249182314681)	(85.0, 0.07759351130313091)	(86.0, 0.07204620718284302)	(87.0, 0.06756567382630578)	(88.0, 0.06203375351153389)	(89.0, 0.034708268963725225)	(90.0, 0.009347104082741798)	(91.0, 0.003990174555714494)	(92.0, 0.0022008456766338504)	(93.0, 0.0018590367478250544)	(94.0, 0.0014768453295367382)	(95.0, 0.0010917694477141709)	(96.0, 0.0007470760553711235)	(97.0, 0.0006389086728366944)	(98.0, 0.0004196894442335848)	(99.0, 0.0003841143939778171)	(100.0, 0.00045959118979072976)
SRR30861169_1	(0.0, 0.00042324984387678084)	(1.0, 0.0006517434190131589)	(2.0, 0.0009254756549986858)	(3.0, 0.0010320548729314258)	(4.0, 0.0010933954300150171)	(5.0, 0.001195374106166488)	(6.0, 0.0013701946938547236)	(7.0, 0.0015059106764021696)	(8.0, 0.001568784747412851)	(9.0, 0.0017489726338459008)	(10.0, 0.0023048714324159477)	(11.0, 0.0031697732872945873)	(12.0, 0.003658964230036229)	(13.0, 0.004584439885034915)	(14.0, 0.007333263599343356)	(15.0, 0.01224050816603067)	(16.0, 0.020515349316607152)	(17.0, 0.025706293959806076)	(18.0, 0.033768743431480626)	(19.0, 0.05548330063907199)	(20.0, 0.0874087603301907)	(21.0, 0.1056821122853926)	(22.0, 0.13268805929840727)	(23.0, 0.20111651775300768)	(24.0, 0.2909535973867451)	(25.0, 0.3393681655788967)	(26.0, 0.40618643441005287)	(27.0, 0.5545332044179739)	(28.0, 0.7324031845502275)	(29.0, 0.8287446635057162)	(30.0, 0.957152685433616)	(31.0, 1.2151380336588211)	(32.0, 1.5016536417405684)	(33.0, 1.6585919235250097)	(34.0, 1.818954541908643)	(35.0, 2.1111380174649144)	(36.0, 2.3683443406151574)	(37.0, 2.4937298065927633)	(38.0, 2.633396887773356)	(39.0, 2.8651093086426958)	(40.0, 3.0501699355790732)	(41.0, 3.2139752927290233)	(42.0, 3.2847653626313416)	(43.0, 3.3163289130356675)	(44.0, 3.368089608616729)	(45.0, 3.3607785809693285)	(46.0, 3.333270408145192)	(47.0, 3.3223655906096563)	(48.0, 3.250089545711988)	(49.0, 3.0587292435631253)	(50.0, 2.928740168776396)	(51.0, 2.8940566842874063)	(52.0, 2.7494309858235684)	(53.0, 2.575716828433728)	(54.0, 2.5119448850187363)	(55.0, 2.4469821680393586)	(56.0, 2.3805442106621206)	(57.0, 2.3075665831428083)	(58.0, 2.2360641960213568)	(59.0, 2.088282525895568)	(60.0, 1.8406269274832396)	(61.0, 1.610023237183186)	(62.0, 1.479293475169672)	(63.0, 1.3941083100337617)	(64.0, 1.1181839158894602)	(65.0, 0.9911560564959412)	(66.0, 0.9306842350520461)	(67.0, 0.8065010439932789)	(68.0, 0.7724792707638284)	(69.0, 0.6612903099662564)	(70.0, 0.5005849512199188)	(71.0, 0.41704678004170265)	(72.0, 0.42661897397459714)	(73.0, 0.4357817196889586)	(74.0, 0.41948276691488484)	(75.0, 0.403593262359344)	(76.0, 0.4445373174556777)	(77.0, 0.5332173608314258)	(78.0, 0.4724403701160399)	(79.0, 0.3639273911212396)	(80.0, 0.3975374158612664)	(81.0, 0.4728038129167602)	(82.0, 0.4203929074306126)	(83.0, 0.326325629628998)	(84.0, 0.3039685300859561)	(85.0, 0.2406735095022887)	(86.0, 0.165801225526057)	(87.0, 0.13186686259045066)	(88.0, 0.11842944680432643)	(89.0, 0.09058083388837591)	(90.0, 0.06162272364617595)	(91.0, 0.03075845559260338)	(92.0, 0.014441100651404514)	(93.0, 0.014256312223190194)	(94.0, 0.014944859976453506)	(95.0, 0.008951120792423078)	(96.0, 0.002084045426915019)	(97.0, 0.0014537712028811168)	(98.0, 0.0005466977150075086)	(99.0, 0.00026223088153235337)	(100.0, 0.00025456331189690443)
SRR30861169_2	(0.0, 0.010892194152050387)	(1.0, 0.008667624036431822)	(2.0, 0.005442265573931465)	(3.0, 0.0042023914964010355)	(4.0, 0.003963305765752399)	(5.0, 0.003741078644316166)	(6.0, 0.0033004559035374292)	(7.0, 0.0031050492967572936)	(8.0, 0.0031280383093196624)	(9.0, 0.003275934290137569)	(10.0, 0.0035916500626607686)	(11.0, 0.004447607630399637)	(12.0, 0.005135745406433213)	(13.0, 0.006048409205159259)	(14.0, 0.008515130253101442)	(15.0, 0.012989558398157177)	(16.0, 0.020618079066769924)	(17.0, 0.025326228839543077)	(18.0, 0.03404442870361211)	(19.0, 0.055262520998259866)	(20.0, 0.08589078243510395)	(21.0, 0.10401915144136933)	(22.0, 0.1311002082398399)	(23.0, 0.1975851988706295)	(24.0, 0.288074550118626)	(25.0, 0.3391599675343034)	(26.0, 0.40339893163774965)	(27.0, 0.5517041168792663)	(28.0, 0.7354177455697625)	(29.0, 0.835065153122188)	(30.0, 0.9615752218537416)	(31.0, 1.2322892359856852)	(32.0, 1.5367687454688177)	(33.0, 1.6970443095515602)	(34.0, 1.8516684080460533)	(35.0, 2.1459691490669877)	(36.0, 2.4177437229784755)	(37.0, 2.549841654363522)	(38.0, 2.6758904102429906)	(39.0, 2.894345801018157)	(40.0, 3.0391053142221383)	(41.0, 3.155309408621982)	(42.0, 3.2191606247135427)	(43.0, 3.2879422176993125)	(44.0, 3.377653007721864)	(45.0, 3.3147918517713224)	(46.0, 3.2310014987840003)	(47.0, 3.198224530972993)	(48.0, 3.0929026688197565)	(49.0, 2.905110023000277)	(50.0, 2.7898622715230283)	(51.0, 2.75691518501906)	(52.0, 2.6468729122863497)	(53.0, 2.5020344701392383)	(54.0, 2.4342912142208686)	(55.0, 2.3715304436251827)	(56.0, 2.2966261102936345)	(57.0, 2.1958238880101595)	(58.0, 2.1071652284625464)	(59.0, 2.119800756067243)	(60.0, 2.0420971273060173)	(61.0, 1.801501018532033)	(62.0, 1.6512440661239711)	(63.0, 1.5012568514633078)	(64.0, 1.2044196560563254)	(65.0, 0.9847159618990221)	(66.0, 0.7989815990042938)	(67.0, 0.6861009495205499)	(68.0, 0.6630422036200752)	(69.0, 0.6008193759183488)	(70.0, 0.5205034290296193)	(71.0, 0.4793515639421415)	(72.0, 0.4703766534377926)	(73.0, 0.46339489032260117)	(74.0, 0.4749008911100669)	(75.0, 0.4844137445083751)	(76.0, 0.5005275097137581)	(77.0, 0.5061444917831637)	(78.0, 0.49068054933287686)	(79.0, 0.48571339001856767)	(80.0, 0.48983915147309415)	(81.0, 0.45333489842530855)	(82.0, 0.3778589049813765)	(83.0, 0.3430129260397564)	(84.0, 0.30227486317840124)	(85.0, 0.254623237939123)	(86.0, 0.21940943479650507)	(87.0, 0.19110919403181018)	(88.0, 0.17699240771767819)	(89.0, 0.12651160133239106)	(90.0, 0.07807298556306104)	(91.0, 0.05748632481345969)	(92.0, 0.04897425976203322)	(93.0, 0.04325459343651584)	(94.0, 0.039438417351162595)	(95.0, 0.03237082858907165)	(96.0, 0.02339974958681656)	(97.0, 0.017768207809454924)	(98.0, 0.007614727261075327)	(99.0, 0.00239545510899884)	(100.0, 0.0016981217279403165)
